user_id,yt_id,views,category
870,308,14,Technology
411,21,2,Technology
50,966,5,Sports
952,254,1,Travel
929,908,3,Technology
635,989,15,Food
359,187,1,Sports
996,616,14,Technology
889,95,3,Food
922,699,11,Fashion
128,148,13,Sports
545,591,20,Travel
655,632,18,Travel
889,841,20,Food
227,835,4,Sports
307,93,4,Food
555,588,11,Fashion
924,570,7,Fashion
889,864,3,Fashion
502,904,1,Fashion
268,57,14,Technology
158,994,5,Travel
694,288,12,Travel
177,45,14,Travel
634,21,3,Sports
410,346,19,Fashion
165,59,5,Sports
915,290,12,Travel
887,966,10,Food
705,237,6,Technology
638,875,12,Fashion
777,675,16,Fashion
215,688,19,Food
454,628,11,Technology
798,727,10,Technology
161,445,1,Travel
322,159,2,Technology
189,738,8,Technology
208,668,7,Fashion
393,575,12,Technology
997,137,8,Fashion
15,303,1,Travel
2,452,15,Technology
870,785,13,Food
802,497,19,Travel
753,516,3,Travel
646,653,9,Travel
727,298,7,Technology
998,229,15,Sports
512,340,11,Travel
801,15,15,Technology
950,298,12,Sports
344,179,2,Fashion
158,284,1,Food
990,480,2,Travel
783,85,5,Travel
54,825,2,Food
374,169,12,Fashion
621,434,12,Technology
31,190,10,Fashion
928,235,2,Fashion
198,263,14,Technology
268,508,16,Food
445,86,17,Sports
999,148,7,Food
757,666,2,Sports
798,940,15,Sports
557,483,7,Sports
990,78,16,Sports
345,388,8,Fashion
877,702,10,Travel
313,907,5,Sports
979,719,12,Fashion
841,664,10,Fashion
124,329,12,Technology
338,334,3,Food
837,849,13,Travel
594,64,18,Sports
365,921,15,Sports
57,988,19,Travel
717,286,9,Fashion
874,569,11,Technology
259,143,3,Travel
346,622,7,Travel
641,986,16,Fashion
605,148,19,Fashion
748,800,1,Technology
457,608,6,Sports
636,492,5,Technology
253,922,12,Fashion
927,706,9,Travel
415,243,6,Sports
334,794,5,Fashion
409,96,12,Technology
107,133,3,Fashion
568,475,18,Travel
565,783,15,Technology
280,728,14,Sports
469,167,14,Sports
165,461,15,Sports
153,293,20,Technology
777,4,11,Sports
565,166,2,Technology
370,775,17,Food
436,31,7,Sports
104,728,10,Fashion
487,971,13,Technology
944,103,8,Technology
39,590,7,Fashion
457,927,9,Technology
170,620,10,Food
595,481,11,Food
684,199,10,Technology
440,803,11,Food
594,759,14,Fashion
34,308,11,Travel
912,1,5,Travel
418,873,18,Travel
169,573,14,Sports
702,796,17,Food
443,564,9,Sports
877,811,6,Travel
573,591,6,Sports
799,658,12,Technology
615,458,6,Fashion
760,339,16,Sports
585,208,14,Fashion
263,310,3,Sports
837,456,8,Travel
162,101,3,Food
454,665,19,Fashion
471,354,10,Travel
135,597,8,Travel
674,370,1,Food
734,555,9,Technology
737,305,12,Travel
923,629,3,Technology
974,980,14,Travel
436,336,8,Fashion
360,206,13,Fashion
361,605,7,Technology
740,212,1,Travel
218,611,8,Travel
107,198,14,Fashion
462,698,20,Sports
306,360,10,Technology
506,137,10,Sports
228,662,15,Travel
17,390,20,Travel
509,848,5,Fashion
137,775,12,Travel
282,239,12,Fashion
664,332,1,Travel
729,682,20,Sports
646,67,1,Travel
613,120,2,Sports
669,655,7,Technology
698,563,7,Travel
187,959,9,Technology
306,237,18,Food
147,889,20,Sports
188,13,17,Food
75,333,4,Sports
936,827,17,Sports
385,827,18,Technology
111,18,11,Technology
752,681,7,Technology
806,240,13,Travel
187,611,6,Fashion
762,659,18,Fashion
702,699,6,Technology
904,886,9,Food
208,892,2,Sports
987,316,13,Travel
303,97,14,Technology
322,604,12,Fashion
90,517,9,Technology
236,476,2,Food
667,649,18,Food
580,781,10,Food
784,568,16,Travel
314,442,7,Food
421,62,8,Food
587,217,4,Travel
144,834,11,Travel
155,755,7,Travel
2,745,8,Technology
792,833,20,Technology
3,206,6,Travel
469,320,15,Technology
94,88,10,Technology
845,871,20,Sports
443,523,7,Food
851,599,13,Fashion
206,363,13,Technology
141,993,1,Technology
739,587,9,Travel
821,912,10,Technology
126,825,1,Sports
304,742,1,Food
205,823,13,Sports
955,158,14,Food
290,96,11,Travel
753,415,13,Travel
967,780,19,Food
393,382,15,Food
660,433,10,Sports
82,438,19,Food
995,451,19,Technology
708,979,5,Food
295,990,9,Food
222,140,14,Sports
832,821,19,Technology
543,868,4,Travel
885,945,2,Sports
302,512,1,Food
398,347,8,Sports
881,647,9,Technology
708,329,12,Sports
982,859,8,Sports
95,350,9,Technology
178,205,7,Fashion
367,244,18,Travel
845,99,10,Travel
478,103,1,Food
42,839,5,Sports
833,660,1,Sports
95,542,14,Food
791,322,1,Travel
896,748,8,Sports
962,67,16,Technology
669,335,8,Fashion
597,312,11,Travel
695,453,15,Fashion
132,948,20,Food
303,130,16,Technology
41,183,14,Sports
679,499,11,Sports
650,132,15,Technology
826,616,6,Sports
238,571,20,Technology
491,29,17,Technology
377,920,3,Travel
927,294,18,Fashion
192,641,20,Food
596,669,13,Sports
171,892,20,Sports
154,282,16,Food
245,284,10,Food
189,450,2,Sports
84,226,7,Travel
513,252,2,Technology
719,981,8,Technology
425,122,13,Sports
360,971,14,Fashion
432,866,13,Food
489,691,12,Sports
306,563,17,Fashion
896,355,4,Travel
60,155,7,Travel
65,672,8,Technology
176,86,6,Technology
770,570,6,Fashion
8,244,8,Sports
147,746,18,Sports
453,828,18,Technology
63,686,7,Travel
40,631,18,Sports
335,359,16,Food
61,321,10,Travel
879,232,19,Technology
628,526,12,Sports
266,979,7,Travel
649,202,13,Sports
858,271,1,Food
130,105,17,Sports
811,7,19,Food
235,977,16,Food
827,386,17,Fashion
722,741,8,Food
339,675,12,Travel
488,594,19,Food
239,388,14,Travel
728,481,12,Travel
582,687,12,Travel
632,311,11,Sports
967,790,3,Food
218,286,2,Travel
152,187,10,Technology
922,975,13,Food
455,361,17,Sports
565,269,20,Sports
71,506,5,Sports
356,728,3,Fashion
319,844,3,Technology
200,859,3,Fashion
642,77,9,Technology
456,428,7,Fashion
268,97,4,Food
991,957,4,Technology
620,160,2,Food
548,707,18,Food
827,49,15,Technology
90,606,13,Travel
637,245,13,Travel
77,894,17,Fashion
55,550,12,Sports
365,632,17,Fashion
260,584,10,Travel
587,322,5,Technology
990,200,18,Sports
790,941,6,Sports
503,466,14,Sports
234,305,9,Sports
159,548,3,Technology
960,519,20,Travel
996,986,18,Technology
638,176,1,Sports
12,137,2,Fashion
717,713,4,Technology
541,536,4,Sports
939,946,8,Food
146,655,13,Food
923,702,19,Fashion
591,837,4,Food
332,99,7,Technology
342,650,7,Technology
137,943,4,Technology
340,167,15,Sports
840,751,7,Fashion
69,112,19,Technology
231,879,2,Food
282,345,20,Sports
346,529,5,Food
533,908,15,Travel
165,681,3,Sports
663,960,15,Sports
429,57,19,Food
105,905,8,Technology
534,516,13,Travel
658,757,17,Technology
788,189,20,Travel
547,18,17,Travel
695,624,4,Technology
716,247,15,Sports
780,545,20,Sports
575,723,10,Travel
442,726,13,Sports
449,379,17,Technology
456,417,19,Technology
471,383,3,Food
362,670,16,Travel
680,504,9,Technology
50,307,1,Food
949,975,14,Technology
546,697,18,Fashion
563,311,4,Sports
215,657,20,Food
179,397,8,Sports
687,779,2,Travel
365,544,10,Travel
952,160,19,Fashion
798,874,20,Technology
378,368,9,Sports
752,954,12,Fashion
985,71,15,Travel
557,354,9,Travel
735,515,10,Fashion
90,759,18,Food
571,525,4,Technology
579,335,5,Sports
882,404,17,Fashion
333,717,2,Technology
284,946,4,Fashion
943,201,4,Food
596,10,10,Travel
623,493,4,Travel
445,79,9,Travel
162,110,18,Sports
534,712,11,Sports
305,437,8,Fashion
309,289,7,Food
763,700,9,Travel
960,26,6,Travel
325,992,10,Fashion
822,994,20,Sports
922,868,2,Travel
838,662,12,Travel
733,136,4,Food
342,611,17,Technology
129,309,18,Sports
875,901,18,Technology
227,545,15,Technology
271,834,6,Fashion
160,383,7,Travel
732,291,3,Sports
356,89,9,Technology
385,608,2,Technology
496,354,7,Travel
487,508,15,Technology
614,666,12,Technology
612,567,7,Food
120,148,3,Travel
33,835,5,Sports
367,36,1,Technology
147,246,10,Food
740,728,17,Technology
962,842,10,Food
459,96,16,Fashion
424,843,4,Sports
640,599,18,Technology
186,719,16,Sports
126,710,11,Food
470,844,3,Food
619,859,11,Sports
172,848,8,Travel
668,259,17,Travel
143,653,15,Technology
549,141,16,Technology
738,781,5,Travel
517,719,2,Travel
17,936,12,Fashion
369,979,16,Travel
412,747,12,Technology
709,683,13,Fashion
717,877,6,Food
113,87,6,Food
667,280,16,Sports
103,981,17,Sports
394,333,2,Technology
165,188,13,Technology
561,944,13,Food
789,12,13,Food
966,312,17,Travel
469,594,11,Technology
649,90,15,Technology
398,954,8,Food
176,81,4,Travel
104,778,11,Food
644,305,15,Fashion
551,728,20,Sports
709,549,1,Food
260,504,18,Technology
484,721,2,Fashion
617,62,17,Travel
968,3,4,Sports
703,556,6,Food
135,332,12,Technology
980,638,6,Sports
913,446,3,Food
0,888,9,Travel
777,357,9,Sports
595,647,1,Technology
499,373,16,Technology
26,37,5,Food
349,803,12,Travel
881,854,4,Travel
83,593,7,Technology
18,370,11,Sports
347,558,8,Fashion
758,740,12,Food
309,551,11,Technology
839,268,16,Travel
536,141,16,Food
630,83,16,Sports
951,948,19,Travel
65,170,8,Fashion
660,300,8,Fashion
52,789,19,Travel
17,736,16,Travel
944,935,18,Sports
712,14,2,Food
65,273,2,Travel
524,601,16,Sports
63,762,10,Food
804,145,20,Sports
738,394,19,Sports
45,148,17,Travel
975,768,9,Technology
958,564,15,Technology
26,777,3,Fashion
621,499,17,Sports
561,209,3,Food
8,698,5,Travel
485,176,7,Fashion
353,293,1,Travel
289,801,1,Fashion
709,440,7,Fashion
550,59,18,Sports
358,621,12,Fashion
233,418,5,Food
832,422,12,Fashion
614,749,5,Sports
612,698,3,Fashion
892,170,12,Food
94,410,16,Technology
67,256,9,Technology
645,93,15,Food
243,413,8,Fashion
496,894,17,Fashion
248,787,5,Travel
29,546,12,Fashion
801,469,17,Technology
131,760,9,Fashion
844,856,3,Food
663,23,13,Sports
353,662,19,Technology
564,634,8,Technology
307,716,16,Food
369,959,10,Sports
730,302,8,Fashion
563,218,16,Sports
771,869,12,Sports
662,445,8,Sports
629,112,18,Technology
753,905,11,Travel
723,64,2,Travel
229,803,10,Travel
245,523,10,Sports
371,137,3,Technology
269,296,19,Food
998,989,19,Food
955,513,14,Travel
76,306,8,Fashion
197,485,13,Technology
108,789,5,Sports
503,594,20,Sports
909,121,3,Food
33,397,1,Food
863,815,8,Technology
973,135,4,Technology
240,15,15,Technology
230,378,20,Food
160,565,8,Sports
262,146,5,Fashion
933,24,16,Sports
953,437,9,Technology
199,875,6,Food
284,242,8,Travel
222,64,18,Travel
492,135,15,Travel
618,604,8,Travel
943,948,13,Technology
337,264,5,Food
193,435,7,Sports
785,817,4,Food
592,327,16,Food
209,860,4,Food
441,822,18,Food
506,434,14,Fashion
843,799,13,Food
900,878,4,Technology
912,672,15,Fashion
701,631,11,Food
838,883,7,Sports
110,362,14,Fashion
708,957,12,Sports
498,552,2,Food
170,437,1,Food
543,482,8,Travel
356,82,5,Fashion
21,678,6,Travel
456,410,16,Fashion
493,207,20,Food
759,981,17,Travel
454,166,9,Sports
730,87,1,Sports
341,897,1,Food
357,67,1,Technology
491,807,7,Travel
257,287,5,Travel
184,295,9,Fashion
494,297,15,Technology
138,876,19,Travel
79,799,7,Food
301,813,11,Sports
396,338,4,Food
720,136,3,Travel
770,728,16,Travel
693,318,16,Fashion
388,374,3,Fashion
900,114,9,Travel
910,9,17,Travel
751,652,16,Technology
225,96,2,Travel
165,745,5,Food
306,874,19,Sports
8,70,6,Food
167,397,4,Sports
574,60,17,Technology
884,346,3,Food
284,96,15,Travel
858,117,1,Travel
243,964,7,Technology
347,847,7,Sports
463,68,2,Sports
718,46,9,Sports
5,12,18,Travel
557,559,14,Technology
550,246,4,Fashion
760,765,3,Sports
802,238,14,Fashion
540,342,18,Food
678,242,6,Technology
795,567,5,Food
784,564,20,Fashion
63,684,3,Fashion
981,678,4,Sports
591,935,5,Fashion
371,735,19,Fashion
538,250,2,Technology
848,452,12,Travel
487,94,16,Fashion
670,460,20,Food
948,476,19,Travel
694,439,5,Food
570,906,20,Food
984,295,17,Technology
145,197,16,Sports
357,507,11,Sports
202,548,7,Technology
624,761,5,Travel
377,130,9,Technology
766,799,12,Technology
976,237,7,Fashion
535,184,2,Fashion
67,162,3,Sports
243,581,12,Fashion
64,361,6,Food
845,884,2,Travel
883,470,9,Technology
105,919,4,Travel
728,721,5,Fashion
708,18,18,Sports
417,17,1,Technology
998,365,19,Travel
693,809,13,Fashion
899,446,18,Technology
897,134,19,Sports
621,143,20,Travel
169,146,19,Travel
960,876,15,Travel
572,233,9,Technology
75,667,14,Food
828,748,13,Sports
497,870,10,Fashion
964,618,10,Technology
624,86,13,Sports
754,851,9,Sports
458,196,2,Travel
363,209,4,Technology
36,521,4,Sports
496,453,14,Sports
920,533,16,Fashion
698,208,5,Technology
226,767,20,Fashion
408,23,6,Food
75,385,10,Travel
703,44,12,Sports
637,743,9,Technology
737,103,16,Travel
35,493,15,Fashion
674,734,8,Food
902,403,14,Fashion
41,791,11,Technology
910,134,5,Technology
638,644,10,Fashion
192,62,16,Technology
90,28,17,Sports
462,88,2,Sports
134,755,16,Food
346,579,19,Sports
572,56,17,Fashion
884,437,7,Sports
585,167,8,Travel
670,657,4,Sports
935,350,15,Food
458,158,8,Technology
296,335,20,Fashion
644,57,15,Travel
164,821,15,Fashion
185,243,16,Food
28,920,4,Food
727,337,18,Travel
14,742,17,Fashion
991,177,2,Travel
278,806,6,Food
155,26,11,Food
821,428,1,Food
116,562,8,Sports
933,267,16,Food
270,928,3,Technology
600,277,1,Technology
684,18,1,Sports
768,836,9,Sports
798,212,14,Technology
14,805,14,Sports
500,906,10,Travel
162,430,3,Technology
459,234,1,Technology
146,537,19,Technology
292,681,4,Travel
656,938,16,Food
140,273,7,Sports
803,123,14,Food
702,874,17,Fashion
273,823,19,Food
189,888,15,Technology
670,863,4,Fashion
814,867,5,Fashion
963,519,8,Travel
137,201,16,Travel
889,366,16,Sports
960,629,17,Sports
538,885,2,Sports
530,431,16,Sports
298,705,4,Fashion
747,259,5,Technology
138,478,11,Travel
929,413,2,Fashion
418,783,12,Travel
987,742,11,Food
271,282,11,Food
434,643,10,Fashion
998,577,2,Technology
26,701,17,Technology
715,729,5,Technology
951,761,4,Food
660,433,7,Food
950,74,20,Technology
590,93,12,Technology
482,253,14,Sports
723,625,1,Fashion
143,937,14,Travel
914,82,2,Technology
967,470,16,Technology
731,18,4,Food
133,838,4,Technology
815,918,5,Food
896,302,9,Food
853,436,13,Technology
28,366,7,Food
598,390,4,Food
119,448,10,Technology
492,732,8,Technology
826,615,18,Technology
756,887,5,Fashion
464,501,13,Travel
351,949,20,Sports
184,137,17,Fashion
615,463,10,Travel
130,380,4,Technology
262,16,19,Travel
142,248,17,Fashion
269,609,4,Fashion
297,887,14,Travel
917,543,20,Technology
921,667,2,Sports
110,535,10,Food
269,170,5,Technology
215,75,2,Travel
166,625,7,Technology
192,838,18,Fashion
97,329,18,Fashion
976,93,11,Technology
103,865,7,Travel
993,723,15,Sports
848,250,7,Fashion
806,902,20,Sports
146,642,3,Food
521,767,17,Sports
406,354,7,Travel
228,54,11,Travel
930,943,16,Sports
411,159,4,Food
917,569,6,Sports
672,53,1,Travel
441,168,20,Travel
34,899,6,Fashion
874,609,4,Fashion
363,893,5,Technology
20,432,14,Fashion
284,251,1,Sports
424,220,12,Sports
714,479,13,Sports
118,773,8,Technology
435,134,3,Travel
746,124,16,Travel
461,227,4,Travel
625,281,7,Sports
793,591,3,Fashion
371,866,5,Fashion
219,265,15,Food
782,487,17,Fashion
339,424,9,Technology
741,667,18,Fashion
903,368,16,Travel
80,596,5,Food
392,150,10,Fashion
156,279,10,Sports
49,900,16,Fashion
519,972,5,Fashion
738,507,14,Fashion
762,304,10,Sports
622,432,20,Technology
29,130,3,Sports
386,67,12,Technology
289,756,16,Food
485,518,5,Food
98,204,16,Sports
779,238,7,Fashion
555,305,14,Travel
819,183,5,Technology
976,816,9,Sports
789,552,6,Sports
845,539,10,Sports
103,229,15,Travel
227,394,4,Technology
122,419,11,Fashion
628,686,18,Sports
681,163,20,Sports
283,556,9,Technology
861,980,3,Fashion
751,933,20,Technology
237,320,5,Sports
68,420,3,Food
870,796,10,Travel
196,414,19,Travel
474,791,14,Fashion
322,110,12,Fashion
73,315,19,Travel
327,280,8,Sports
948,425,18,Technology
592,446,16,Sports
69,941,15,Fashion
136,97,8,Fashion
161,670,16,Food
292,488,4,Food
984,93,5,Fashion
949,726,14,Fashion
849,415,4,Food
744,952,4,Food
807,32,14,Sports
480,628,19,Food
659,433,14,Food
548,181,3,Food
545,647,20,Travel
210,9,19,Sports
362,394,11,Technology
749,518,1,Technology
829,82,13,Food
227,195,18,Fashion
945,552,20,Fashion
563,963,17,Sports
130,793,9,Technology
310,118,18,Technology
810,376,2,Fashion
544,257,9,Food
44,941,19,Travel
886,589,3,Travel
75,840,19,Food
662,130,4,Travel
929,147,8,Fashion
509,9,7,Fashion
107,595,17,Fashion
280,243,7,Sports
267,46,11,Fashion
407,165,7,Sports
833,371,10,Travel
167,677,13,Fashion
153,83,15,Sports
903,549,15,Food
206,171,12,Travel
579,776,5,Travel
893,198,10,Fashion
783,475,15,Fashion
749,217,5,Food
537,917,18,Sports
423,346,10,Sports
543,165,2,Food
37,868,19,Food
65,282,13,Fashion
468,936,9,Technology
290,147,18,Sports
426,662,8,Food
652,695,6,Travel
309,852,4,Fashion
709,592,15,Technology
828,402,7,Travel
234,648,8,Food
645,43,20,Sports
421,872,16,Travel
937,347,17,Travel
900,762,20,Sports
561,695,5,Sports
559,124,15,Food
187,621,1,Sports
779,755,8,Travel
51,351,18,Food
105,846,3,Sports
554,319,7,Technology
207,831,2,Fashion
681,517,18,Travel
256,804,13,Fashion
385,559,19,Technology
713,882,5,Sports
318,539,8,Sports
653,127,5,Travel
475,893,18,Technology
359,110,2,Technology
435,238,6,Fashion
718,348,2,Food
776,519,2,Technology
391,727,3,Fashion
865,134,6,Technology
528,674,10,Travel
260,775,20,Food
720,906,2,Sports
819,521,12,Fashion
736,587,20,Sports
889,491,6,Technology
739,57,7,Food
866,628,20,Sports
303,116,11,Travel
285,463,4,Technology
755,979,14,Food
740,701,9,Fashion
182,427,9,Fashion
615,366,13,Technology
568,618,4,Technology
33,997,17,Food
616,616,1,Technology
131,908,6,Fashion
300,724,16,Travel
755,136,3,Technology
189,599,5,Sports
633,45,19,Technology
639,905,3,Food
803,37,9,Technology
675,858,8,Fashion
209,30,11,Food
119,532,12,Food
260,410,13,Travel
558,887,19,Sports
325,34,8,Technology
496,50,10,Food
901,52,10,Food
10,992,12,Sports
313,799,2,Food
760,151,13,Travel
707,769,19,Travel
894,550,13,Sports
900,901,13,Technology
860,331,16,Fashion
551,516,5,Food
616,391,7,Sports
202,197,16,Travel
701,288,15,Fashion
239,708,20,Technology
331,677,16,Food
206,93,12,Food
784,566,8,Technology
869,696,3,Fashion
84,270,14,Food
854,425,13,Travel
56,962,15,Fashion
470,874,12,Sports
609,713,8,Sports
367,132,4,Food
124,440,7,Sports
987,348,5,Travel
562,52,6,Sports
956,698,1,Sports
361,72,20,Technology
414,822,6,Travel
971,842,15,Food
266,335,19,Technology
566,874,12,Fashion
67,171,12,Travel
781,560,6,Travel
757,852,14,Travel
30,685,5,Travel
321,541,12,Food
54,905,17,Fashion
275,267,8,Food
351,88,5,Fashion
688,923,17,Travel
723,667,3,Fashion
211,646,3,Fashion
308,255,2,Sports
435,87,4,Fashion
457,995,16,Fashion
508,844,3,Fashion
408,745,15,Fashion
866,524,9,Travel
890,973,3,Sports
749,560,13,Technology
720,597,1,Fashion
912,384,12,Sports
231,777,17,Technology
277,676,5,Fashion
931,769,4,Fashion
75,839,7,Food
340,258,4,Technology
400,92,1,Technology
596,219,6,Food
898,423,13,Technology
473,948,9,Fashion
913,730,15,Food
583,488,18,Sports
127,791,1,Technology
823,19,1,Fashion
280,935,11,Sports
669,617,1,Fashion
238,938,11,Sports
716,40,19,Technology
546,56,10,Technology
368,337,15,Technology
503,572,10,Food
739,2,6,Fashion
269,497,9,Travel
601,334,8,Travel
121,425,3,Fashion
873,868,16,Travel
692,484,19,Technology
316,195,3,Sports
925,19,13,Technology
896,864,15,Food
416,540,4,Food
981,86,3,Sports
813,704,15,Food
141,41,17,Travel
133,641,4,Fashion
203,860,7,Fashion
94,205,12,Technology
311,815,7,Technology
439,997,19,Travel
598,892,18,Fashion
740,217,8,Travel
75,453,17,Sports
301,739,5,Food
268,995,5,Travel
723,542,18,Sports
759,952,7,Travel
890,144,12,Travel
462,249,4,Sports
265,746,2,Travel
423,520,6,Food
99,630,3,Sports
164,406,16,Food
303,55,14,Sports
728,473,10,Travel
170,990,17,Food
116,725,17,Technology
902,497,6,Technology
507,158,5,Sports
429,175,16,Technology
980,563,12,Fashion
0,316,5,Food
638,278,15,Travel
810,241,5,Technology
804,101,19,Travel
124,214,7,Sports
847,137,5,Technology
545,657,12,Technology
887,426,8,Fashion
963,408,8,Fashion
229,888,17,Fashion
368,499,18,Sports
217,917,16,Fashion
959,32,19,Fashion
143,917,14,Fashion
961,999,20,Food
640,548,11,Fashion
551,108,20,Sports
89,692,19,Sports
731,794,20,Sports
113,541,13,Sports
275,359,9,Technology
202,544,8,Food
421,318,16,Food
72,532,17,Travel
994,727,19,Technology
966,600,16,Food
